,murderandn,robbery,aggravated,burglary,larcenythe,motorvehic,arson,otherassau,forgeryand,fraud,embezzleme,stolenprop,vandalism,weaponscar,prostituti,sexoffense,drugabusev,gambling,offensesag,drivingund,liquorlaws,drunkennes,disorderly,allotherof,population,year,state,decrim,medical,recreational,st
132,2,3,232,233,1068,96,24,1276,126,452,18,124,332,18,5,16,1285,0,276.0,2840.0,525,7.0,911.0,2126,512158.0,2001,VERMONT,0,0,0,VT
133,225,1266,3765,3253,16212,1335,309,29509,2172,9147,1095,587,3743,2945,388,975,20366,29,619.0,20622.0,7909,18875.0,4415.0,68124,5528121.0,2001,VIRGINIA,0,0,0,VA
134,117,1447,5190,5091,26550,2188,461,32032,3033,1376,162,4457,6733,2930,664,1414,22750,6,209.0,29787.0,13935,20.0,4597.0,53657,4719080.0,2001,WASHINGTON,1,1,0,WA
135,16,57,897,371,1307,175,34,3579,225,1032,34,107,460,165,1,103,1550,5,86.0,4116.0,807,925.0,207.0,2301,886761.0,2001,WESTVIRGINIA,0,0,0,WV
136,293,970,1738,944,8942,266,93,7670,347,391,1,1151,3570,2012,881,988,5614,224,1095.0,3190.0,4388,0.0,22789.0,28758,913808.0,2001,WISCONSIN,0,0,0,WI
137,8,39,532,413,2267,114,51,2615,120,260,6,76,700,146,2,153,2719,1,194.0,4695.0,5190,1384.0,1565.0,11050,486499.0,2001,WYOMING,0,0,0,WY
138,300,1709,4351,2849,14691,1242,107,27883,2028,11392,27,2157,2396,1364,187,395,14100,95,1390.0,13869.0,6503,9715.0,3808.0,72113,3782265.0,2002,ALABAMA,0,0,0,AL
139,27,144,1023,492,3401,442,19,3734,75,148,9,24,866,351,58,193,1639,2,333.0,4720.0,1144,51.0,798.0,11957,585475.0,2002,ALASKA,0,1,0,AK
140,271,1497,7081,4903,29643,5055,259,23478,2908,2046,228,1619,9158,2974,1948,1844,29167,13,2844.0,41417.0,24896,0.0,16669.0,79265,5164982.0,2002,ARIZONA,0,0,0,AZ
141,48,443,2319,1234,7333,349,58,4436,1111,7247,146,904,607,1148,327,380,6960,40,1166.0,9781.0,1649,8943.0,3343.0,44420,1404187.0,2002,ARKANSAS,0,0,0,AR
142,1865,16838,107707,48759,92024,27177,1861,84562,13226,10351,1969,18111,27501,24849,12257,15944,254829,562,631.0,178548.0,25310,99546.0,17293.0,300130,34678046.0,2002,CALIFORNIA,0,1,0,CA
143,120,800,4486,2841,21889,2895,321,20311,1340,1616,141,865,6379,2134,1361,1415,15921,10,2585.0,23039.0,17436,367.0,14160.0,71188,3653314.0,2002,COLORADO,0,0,0,CO
144,52,1015,2465,1893,10285,943,139,14076,770,1417,147,278,1978,1009,527,531,11851,25,1193.0,6425.0,1376,6.0,12590.0,27494,2420548.0,2002,CONNECTICUT,0,0,0,CT
145,12,231,868,826,2729,156,47,5225,275,1293,225,219,793,806,125,32,1541,1,201.0,184.0,1792,205.0,1593.0,5574,687929.0,2002,DELAWARE,0,0,0,DE
146,493,2168,8211,4647,21408,2023,262,20309,3719,11137,215,3647,1541,3445,1551,3066,27266,517,3273.0,23836.0,7646,4377.0,16458.0,58025,4188014.0,2002,GEORGIA,0,0,0,GA
147,26,432,568,569,4028,1201,24,3103,460,390,46,196,692,285,430,409,2097,231,1454.0,2312.0,531,0.0,290.0,22029,960506.0,2002,HAWAII,0,1,0,HI
148,33,135,1087,1027,6229,395,108,6601,430,731,79,290,1691,609,2,382,5385,0,412.0,9888.0,5122,209.0,2227.0,26546,1303441.0,2002,IDAHO,0,0,0,ID
149,520,2995,5740,3395,18487,9542,181,30809,233,2146,0,0,5225,5046,5584,2108,54205,2317,434.0,5910.0,1050,0.0,19215.0,23658,2938299.0,2002,ILLINOIS,0,0,0,IL
150,250,1403,8855,3174,16504,1771,157,11160,1162,1979,7,4516,2198,1662,1127,1299,18278,233,1495.0,26347.0,11685,16173.0,8000.0,51717,4227126.0,2002,INDIANA,0,0,0,IN
151,47,413,3626,2021,11830,639,152,10307,1041,1482,161,221,3033,583,378,340,10218,6,604.0,13151.0,12099,8351.0,4759.0,25667,2665086.0,2002,IOWA,0,0,0,IA
152,19,97,1037,751,3734,242,72,7095,268,1222,44,263,1376,244,28,228,4691,0,210.0,10684.0,5211,216.0,2383.0,12850,1318620.0,2002,KANSAS,0,0,0,KS
153,51,524,2528,1255,4916,800,53,4350,970,3375,96,865,747,662,332,267,8681,42,1370.0,5941.0,1469,4959.0,2184.0,14235,953247.0,2002,KENTUCKY,0,0,0,KY
154,288,1282,8075,5339,22164,1256,222,27582,1360,3138,54,2409,4287,1572,403,1342,21634,144,2038.0,12309.0,3294,3960.0,16393.0,70998,3185679.0,2002,LOUISIANA,0,0,0,LA
155,5,170,486,1477,5436,403,68,7364,319,1132,19,328,1869,304,40,252,4861,55,369.0,6797.0,3597,31.0,1683.0,17318,1291128.0,2002,MAINE,1,1,0,ME
156,85,1220,3929,3366,13284,1570,311,20209,612,2700,217,200,2436,1657,226,856,15755,31,1836.0,19762.0,5376,4.0,3430.0,61024,3197675.0,2002,MARYLAND,0,0,0,MD
157,79,1545,9340,2791,11760,923,108,14269,795,1106,35,1359,2481,949,936,531,13828,16,2050.0,9215.0,3565,6072.0,5917.0,23944,4660489.0,2002,MASSACHUSETTS,0,0,0,MA
158,607,2560,13928,6043,25140,2075,433,33005,1262,6445,1372,6312,4204,5233,1820,1717,34586,183,5589.0,50022.0,29145,612.0,10947.0,122989,9625166.0,2002,MICHIGAN,0,0,0,MI
159,73,457,2553,2516,18614,1329,160,13576,1805,4760,8,1443,4043,957,59,1081,13387,23,499.0,26922.0,25703,0.0,9737.0,28927,4155118.0,2002,MINNESOTA,1,0,0,MN
160,135,653,1388,2290,9451,641,237,12386,1250,2380,693,690,1226,841,87,395,11969,373,3861.0,11897.0,3132,6786.0,8233.0,33967,1542712.0,2002,MISSISSIPPI,1,0,0,MS
161,393,2180,11957,5937,29220,3686,532,33064,2918,4754,124,2380,8760,4099,1275,2923,34797,276,5217.0,34276.0,11293,2142.0,13822.0,83033,4763516.0,2002,MISSOURI,0,0,0,MO
162,10,64,675,271,3127,234,26,2033,84,198,10,17,778,70,2,56,725,0,291.0,2659.0,1998,0.0,2019.0,5506,598495.0,2002,MONTANA,0,0,0,MT
163,42,332,810,953,9075,490,119,9434,820,1868,141,1175,2805,1079,406,588,11758,15,1567.0,12855.0,13132,0.0,4162.0,18942,1570139.0,2002,NEBRASKA,0,0,0,NE
164,85,1142,1362,3943,10186,1833,60,14278,316,2520,250,1178,1061,1196,3698,1281,5988,3,508.0,5186.0,6321,0.0,1919.0,45176,1540614.0,2002,NEVADA,0,1,0,NV
165,5,93,356,421,1792,124,41,4523,118,860,13,310,952,114,23,137,2953,5,177.0,4075.0,3171,4191.0,862.0,8602,819288.0,2002,NEWHAMPSHIRE,0,0,0,NH
166,253,4203,10172,6344,27716,1566,439,31167,1722,5101,181,6591,7900,5578,2712,1887,54560,458,9937.0,23933.0,9526,8.0,22902.0,120545,8312552.0,2002,NEWJERSEY,0,0,0,NJ
167,81,361,2442,926,4304,392,41,5584,367,493,172,695,731,609,424,70,4370,0,750.0,10772.0,3149,1922.0,2086.0,34925,1187172.0,2002,NEWMEXICO,0,0,0,NM
168,208,2535,7860,6138,27418,2380,404,23682,3906,10090,255,4763,11123,3004,1101,3961,37534,88,3375.0,22831.0,5394,0.0,13208.0,72003,6333908.0,2002,NEWYORK,0,0,0,NY
169,622,3768,16654,13929,37819,2115,425,54352,4271,37456,2168,5979,8962,6089,1190,1829,34206,403,6743.0,58210.0,13804,0.0,15400.0,118957,6907574.0,2002,NORTHCAROLINA,0,0,0,NC
170,6,20,103,276,2113,237,23,1421,176,1651,4,138,703,81,0,77,1342,4,219.0,3329.0,5113,274.0,1447.0,5531,569346.0,2002,NORTHDAKOTA,0,0,0,ND
171,200,1892,6755,5210,22081,1733,386,21858,2111,2495,215,4429,4257,2927,2055,1411,20091,61,14535.0,20585.0,14907,6430.0,14185.0,71284,6468915.0,2002,OHIO,0,0,0,OH
172,173,745,4754,3013,11577,1739,236,10186,1005,3146,620,1549,1476,2440,316,858,21773,23,1229.0,21649.0,3031,23792.0,2955.0,37404,3424485.0,2002,OKLAHOMA,0,0,0,OK
173,77,881,1617,2554,17514,2454,226,11543,2009,1092,31,374,3432,1410,269,1114,13056,3,517.0,13214.0,11276,0.0,5278.0,16584,2943092.0,2002,OREGON,1,1,0,OR
174,492,6196,15219,9663,35048,5571,787,43603,3514,11359,234,3324,12964,3597,2749,3219,48674,250,1334.0,38947.0,27596,19588.0,52391.0,47671,10433778.0,2002,PENNSYLVANIA,0,0,0,PA
175,27,254,855,842,3458,366,109,5524,144,963,123,237,1567,477,384,113,4077,26,684.0,1933.0,1066,190.0,2872.0,15156,1046290.0,2002,RHODEISLAND,0,0,0,RI
176,171,873,5252,2552,10651,647,134,15291,1507,19520,267,1349,2103,1304,448,510,13945,87,928.0,3596.0,3712,4073.0,7523.0,22755,2223424.0,2002,SOUTHCAROLINA,0,0,0,SC
177,6,30,376,405,1854,132,32,2332,159,827,30,80,429,105,3,214,2303,3,233.0,4100.0,6000,265.0,1352.0,6014,527406.0,2002,SOUTHDAKOTA,0,0,0,SD
178,284,1224,9427,3566,18797,2113,277,24283,2407,10770,429,517,2755,2611,1876,643,21769,160,904.0,25350.0,6519,18589.0,9765.0,65361,4936496.0,2002,TENNESSEE,0,0,0,TN
179,801,6865,21868,18498,93853,9187,847,103491,8586,16171,602,835,12017,10898,6879,4500,101266,364,5711.0,89750.0,32069,131896.0,36727.0,289700,21447682.0,2002,TEXAS,0,0,0,TX
180,48,291,1266,1488,15821,857,157,9932,1297,1154,18,933,3328,1297,276,789,8654,6,1361.0,7847.0,12723,5113.0,6021.0,37788,2201721.0,2002,UTAH,0,0,0,UT
181,9,2,261,305,1054,114,19,1430,152,491,31,134,382,11,2,27,1510,0,335.0,3038.0,719,3.0,833.0,2829,532178.0,2002,VERMONT,0,0,0,VT
182,222,1341,4308,3525,18915,1449,367,32569,2639,8537,1122,845,3901,3114,417,1012,22288,30,756.0,21664.0,9242,21426.0,5231.0,79228,6286697.0,2002,VIRGINIA,0,0,0,VA
183,102,1541,4653,5088,27988,2195,361,30789,2581,1376,145,3965,6289,2657,1268,1466,23824,8,268.0,34671.0,13668,28.0,4524.0,60017,5108516.0,2002,WASHINGTON,1,1,0,WA
184,25,56,730,481,1939,198,42,3650,229,685,50,133,498,246,87,84,1624,0,63.0,4052.0,1146,1588.0,344.0,7745,918517.0,2002,WESTVIRGINIA,0,0,0,WV
185,351,1655,7505,4994,34546,2146,324,17115,2516,9643,231,2308,12044,4453,1103,3919,24259,331,4071.0,34483.0,42587,393.0,71285.0,113681,4944040.0,2002,WISCONSIN,0,0,0,WI
186,8,41,512,354,2129,119,60,2640,138,233,11,113,592,127,2,138,2730,2,166.0,4368.0,4571,1265.0,1424.0,11633,487292.0,2002,WYOMING,0,0,0,WY
187,311,1563,4232,3059,15621,1306,114,28388,2394,10974,17,2380,2596,1334,135,433,16133,110,1506.0,14340.0,6909,9845.0,4129.0,79847,4079102.0,2003,ALABAMA,0,0,0,AL
188,22,110,1183,587,3429,406,40,4071,137,147,2,26,966,382,55,239,2045,0,343.0,4891.0,1602,26.0,912.0,13764,631457.0,2003,ALASKA,1,1,0,AK
189,210,1561,6663,5198,29615,5262,230,22999,2825,2221,264,1614,9427,3123,2160,1785,32796,1,3321.0,39046.0,24972,0.0,16830.0,83328,5365487.0,2003,ARIZONA,0,0,0,AZ
190,29,479,2677,2078,8316,323,80,5212,1511,11730,3,931,907,1164,360,326,9301,50,567.0,9248.0,1756,8219.0,2563.0,50744,1790768.0,2003,ARKANSAS,0,0,0,AR
191,1835,17353,106425,50355,94486,30198,1766,86137,12030,10566,1917,18813,27806,27119,13776,15544,273226,564,594.0,184679.0,27092,97808.0,17255.0,308795,34990394.0,2003,CALIFORNIA,0,1,0,CA
192,94,788,4021,2483,19235,2372,285,17990,1282,1450,107,693,5550,1933,1010,1111,15054,3,2329.0,19715.0,14304,231.0,11958.0,63962,3238375.0,2003,COLORADO,0,0,0,CO
193,57,991,2480,1732,10017,650,103,11673,528,1055,156,369,2094,895,244,409,9744,16,998.0,5527.0,1015,23.0,12522.0,23433,2269425.0,2003,CONNECTICUT,0,0,0,CT
194,15,477,1861,890,3735,177,58,7114,505,1934,191,327,935,372,157,76,4211,2,233.0,223.0,1791,354.0,2076.0,6512,813337.0,2003,DELAWARE,0,0,0,DE
195,417,2396,8599,5163,24347,2269,341,22076,4507,11154,179,3889,2026,3990,1628,3727,32940,327,4080.0,24806.0,8850,4348.0,20936.0,67899,4729207.0,2003,GEORGIA,0,0,0,GA
196,26,457,745,784,4759,1151,16,4711,378,413,43,183,776,312,350,382,3286,183,898.0,4049.0,1171,12.0,649.0,27952,1257608.0,2003,HAWAII,0,1,0,HI
197,24,106,1052,1025,6004,426,117,6803,401,734,68,330,1438,575,3,360,5258,0,518.0,9355.0,5048,201.0,2281.0,28442,1285541.0,2003,IDAHO,0,0,0,ID
198,472,2909,5586,3325,17244,8402,140,29059,258,1962,0,0,4401,4824,5522,2118,55793,2662,397.0,5967.0,1018,0.0,20126.0,25195,2898374.0,2003,ILLINOIS,0,0,0,IL
199,204,1440,8757,3293,17358,1826,180,11373,1187,1871,19,4512,2401,1481,1190,1317,20323,177,1924.0,28501.0,12502,16055.0,8158.0,56614,4568601.0,2003,INDIANA,0,0,0,IN
200,31,353,3483,2191,12048,685,127,10118,869,1658,172,220,3274,579,246,269,10244,9,606.0,12645.0,12908,7927.0,5073.0,29399,2662631.0,2003,IOWA,0,0,0,IA
201,21,75,965,844,3380,263,71,6692,277,1306,38,301,1427,228,19,176,5315,0,165.0,10723.0,4910,243.0,1946.0,13893,1306978.0,2003,KANSAS,0,0,0,KS
202,35,462,1574,1235,6341,355,39,3680,1101,3226,70,1031,868,502,85,261,8896,13,1125.0,5379.0,1129,5607.0,2601.0,14089,1063935.0,2003,KENTUCKY,0,0,0,KY
203,265,1400,7829,5565,21859,1210,169,27821,1466,2793,28,2367,4383,1541,546,1283,23602,131,1945.0,11152.0,5019,4190.0,15204.0,73827,3281940.0,2003,LOUISIANA,0,0,0,LA
204,5,127,588,1257,5628,371,76,7261,333,1060,34,306,1659,254,12,250,5048,26,344.0,7294.0,3431,79.0,1570.0,17913,1300474.0,2003,MAINE,1,1,0,ME
205,324,3500,7960,7340,24907,5308,649,38816,1177,3455,400,245,4596,4013,2371,1295,54531,402,2669.0,23558.0,6234,4.0,6469.0,122187,5508909.0,2003,MARYLAND,0,0,0,MD
206,34,793,5812,2065,8819,680,105,12712,528,1045,52,959,2090,595,630,420,9397,13,1839.0,8582.0,3192,6250.0,5286.0,25626,4488437.0,2003,MASSACHUSETTS,0,0,0,MA
207,468,2337,12958,6059,25734,2094,438,32345,1240,6199,1282,5619,4228,4584,1336,1376,33020,111,4650.0,48382.0,27098,716.0,9867.0,116823,9724692.0,2003,MICHIGAN,0,0,0,MI
208,71,406,2333,2706,18216,1216,224,13053,1586,3812,2,1434,4069,1128,84,946,13040,22,443.0,24851.0,22930,0.0,9603.0,30201,4217436.0,2003,MINNESOTA,1,0,0,MN
209,131,532,1175,1912,7878,478,254,10239,1117,1680,546,723,999,685,102,282,10697,423,3195.0,11120.0,2596,6025.0,7162.0,29795,1380220.0,2003,MISSISSIPPI,1,0,0,MS
210,305,2157,11565,6244,32267,4367,468,35498,3397,4449,121,2636,9606,4227,1394,3226,42131,323,5701.0,36826.0,10451,2166.0,14737.0,83522,5527314.0,2003,MISSOURI,0,0,0,MO
211,10,80,653,247,2683,212,25,1926,64,145,6,20,681,59,2,62,664,1,328.0,2239.0,1801,0.0,1567.0,4797,546626.0,2003,MONTANA,0,0,0,MT
212,55,275,816,918,7382,415,108,8543,752,1878,119,1026,2686,998,490,583,9614,22,1376.0,12911.0,12106,0.0,4013.0,18819,1489255.0,2003,NEBRASKA,0,0,0,NE
213,5,91,223,269,1502,102,19,3960,151,651,9,250,794,74,14,131,2114,8,154.0,5063.0,4603,3608.0,1120.0,11134,887385.0,2003,NEWHAMPSHIRE,0,0,0,NH
214,293,3945,9587,6208,24421,1292,421,28950,1781,5590,112,6139,7263,5623,2106,1844,51630,280,15093.0,23992.0,7953,9.0,21169.0,124380,8018213.0,2003,NEWJERSEY,0,0,0,NJ
215,69,273,1822,820,4399,276,24,4612,270,375,118,672,579,597,251,96,5084,0,713.0,8832.0,3304,1319.0,2358.0,26908,1031982.0,2003,NEWMEXICO,0,0,0,NM
216,226,3150,8733,7199,32390,2574,404,26343,4357,11272,216,5987,12430,3440,1605,4336,44095,123,2882.0,26843.0,5970,0.0,13730.0,76892,8561046.0,2003,NEWYORK,0,0,0,NY
217,591,4154,13940,13671,38247,2231,351,49865,3806,32764,1893,6637,8153,6568,1243,1631,39583,360,7069.0,54264.0,13480,0.0,14850.0,114143,6614261.0,2003,NORTHCAROLINA,0,0,0,NC
218,3,21,117,238,1835,201,18,1391,191,1027,7,127,629,89,0,84,1623,0,200.0,3806.0,5678,451.0,1570.0,5271,535956.0,2003,NORTHDAKOTA,0,0,0,ND
219,114,1678,3034,4658,21737,1235,357,21951,1749,2447,11,3957,4097,2472,1331,1223,22877,53,12636.0,20377.0,12669,5728.0,14624.0,69881,5657483.0,2003,OHIO,0,0,0,OH
220,159,678,4845,3227,13307,1277,298,10215,1121,3317,597,2091,1567,2315,346,786,23013,11,1111.0,20942.0,3029,24795.0,3021.0,37779,3511532.0,2003,OKLAHOMA,0,0,0,OK
221,95,783,1979,2890,15898,2171,325,10758,1754,1200,65,440,4031,1436,116,1224,13766,3,505.0,13508.0,13063,0.0,6271.0,18222,3252321.0,2003,OREGON,1,1,0,OR
222,504,6207,13948,9587,34704,5776,672,43206,3404,11994,281,3247,12660,4137,2685,3069,47438,231,972.0,39384.0,25939,19812.0,53634.0,47212,10443061.0,2003,PENNSYLVANIA,0,0,0,PA
223,14,307,913,769,3397,276,76,6018,203,1210,163,472,1660,564,275,129,4621,23,217.0,2023.0,1038,69.0,3305.0,15734,1076164.0,2003,RHODEISLAND,0,0,0,RI
224,8,34,234,159,458,34,6,741,158,1900,24,137,183,174,13,43,981,13,86.0,3929.0,2195,1159.0,1524.0,3324,535689.0,2003,SOUTHCAROLINA,0,0,0,SC
225,8,28,415,430,2482,103,23,2653,138,1056,38,141,533,157,0,183,2788,3,340.0,5357.0,6951,440.0,1640.0,8479,658233.0,2003,SOUTHDAKOTA,0,0,0,SD
226,302,1617,9700,4793,22601,2412,238,26117,2806,10125,461,799,3312,2701,1739,659,29368,247,1150.0,24688.0,6705,18317.0,10095.0,67974,4892622.0,2003,TENNESSEE,0,0,0,TN
227,811,6371,21062,17862,89257,8192,790,92840,8267,16120,647,827,11742,11344,4794,4425,106273,411,4696.0,87023.0,25194,119851.0,35628.0,279937,20875272.0,2003,TEXAS,0,0,0,TX
228,48,313,1121,1350,12362,617,148,8109,968,904,17,802,2978,1297,241,726,7582,0,1196.0,5944.0,10214,4797.0,5564.0,28908,1690633.0,2003,UTAH,0,0,0,UT
229,7,1,196,209,628,61,23,1079,106,330,24,117,282,9,4,28,1235,0,297.0,2619.0,703,1.0,619.0,2324,478344.0,2003,VERMONT,0,0,0,VT
230,190,1108,3263,3018,16355,1181,264,26915,2008,7184,1096,737,3315,2752,392,790,20137,28,766.0,18819.0,6044,17524.0,4488.0,69115,5526389.0,2003,VIRGINIA,0,0,0,VA
231,96,1259,4623,5079,24934,1892,377,28578,2269,1335,124,3913,6025,2514,571,1198,22544,3,339.0,36802.0,12701,14.0,4619.0,51701,4540101.0,2003,WASHINGTON,1,1,0,WA
232,20,58,680,387,1512,170,26,2955,211,455,38,128,469,178,10,87,2060,1,62.0,3670.0,1065,654.0,209.0,4704,813665.0,2003,WESTVIRGINIA,0,0,0,WV
233,85,686,3358,3764,24676,1818,232,12013,1786,8402,227,1294,8350,2544,120,2782,18676,32,1906.0,29060.0,36039,195.0,47538.0,79458,4165478.0,2003,WISCONSIN,0,0,0,WI
234,11,34,470,314,2042,115,32,2564,115,192,4,109,581,117,2,112,2579,3,249.0,4169.0,4223,1388.0,1128.0,11686,475963.0,2003,WYOMING,0,0,0,WY
235,280,1405,3926,3498,15773,1173,121,28536,2490,10432,20,2200,2550,1215,173,396,18315,54,1143.0,13582.0,6529,9474.0,4834.0,78939,4000192.0,2004,ALABAMA,0,0,0,AL
236,31,134,1238,543,3020,395,15,3902,139,199,5,33,882,361,102,208,1786,23,433.0,5104.0,1467,56.0,938.0,15471,637349.0,2004,ALASKA,1,1,0,AK
237,252,1433,7110,5179,31272,5180,263,23308,3123,2294,248,1463,9907,3331,2115,1880,35722,15,3210.0,37813.0,23749,0.0,17181.0,89018,5593717.0,2004,ARIZONA,0,0,0,AZ
238,33,449,2382,1653,7863,390,39,5494,1341,4126,4,768,963,978,330,209,7313,16,255.0,6908.0,3464,5561.0,2221.0,42782,1469843.0,2004,ARKANSAS,0,0,0,AR
239,1894,16762,97105,48917,89261,29346,1619,79845,11532,10129,1691,20230,26515,28413,14134,14493,272980,478,474.0,177405.0,25558,91064.0,16739.0,308364,33560992.0,2004,CALIFORNIA,0,1,0,CA
240,145,794,4770,2833,23998,2688,215,18667,1893,1786,109,1037,6181,2335,864,1272,17434,21,2876.0,21253.0,15081,170.0,13134.0,82248,3941932.0,2004,COLORADO,0,0,0,CO
241,88,1282,3355,2415,11764,833,341,18474,774,1328,139,636,2508,1270,455,615,14904,28,1224.0,8999.0,1296,2.0,15688.0,27819,2917685.0,2004,CONNECTICUT,0,0,0,CT
242,10,305,1478,909,3709,123,54,6337,499,1591,183,321,889,333,118,54,3243,1,214.0,170.0,2129,411.0,2320.0,5172,752330.0,2004,DELAWARE,0,0,0,DE
243,248,1676,7183,3402,19068,1668,305,15878,3311,4430,124,2995,1552,3698,1651,3231,27629,308,1677.0,15115.0,10449,3733.0,17997.0,54843,3146498.0,2004,GEORGIA,0,0,0,GA
244,40,292,771,530,3850,783,36,4701,354,323,78,153,738,206,255,276,2529,136,108.0,4102.0,1039,11.0,814.0,23640,1103758.0,2004,HAWAII,0,1,0,HI
245,24,89,1078,867,5221,318,118,6353,348,585,89,294,1372,626,4,335,5393,7,392.0,9119.0,4986,172.0,2229.0,29239,1264174.0,2004,IDAHO,0,0,0,ID
246,433,2914,5617,2988,16080,7409,138,29516,222,1702,0,0,4499,4817,6060,2144,59054,2828,336.0,5994.0,970,0.0,18626.0,27539,2882746.0,2004,ILLINOIS,0,0,0,IL
247,232,1496,8901,3477,18316,1810,200,11822,1300,1844,26,5141,2438,1447,1504,1479,22648,92,1650.0,27264.0,13083,15003.0,9035.0,60660,4576846.0,2004,INDIANA,0,0,0,IN
248,40,298,3274,1857,9771,570,151,8595,959,1316,122,210,2704,447,170,266,9355,11,702.0,13950.0,12040,7602.0,5248.0,29409,2512908.0,2004,IOWA,0,0,0,IA
249,35,247,1624,1260,6790,495,87,10917,669,1779,158,289,1728,692,143,306,8490,7,239.0,13478.0,6218,255.0,3306.0,18889,1938930.0,2004,KANSAS,0,0,0,KS
250,55,525,1068,1598,6893,382,37,4895,1497,3221,53,1150,912,574,334,221,10894,10,1083.0,5607.0,1251,7702.0,2683.0,16348,1020932.0,2004,KENTUCKY,0,0,0,KY
251,303,1202,7645,5438,21845,1185,209,27726,1507,2453,80,2171,4075,1655,538,1245,25884,91,2021.0,11193.0,5364,3984.0,17451.0,82183,3144321.0,2004,LOUISIANA,0,0,0,LA
252,8,168,584,1309,5649,362,46,6889,343,1059,26,294,1641,315,30,298,5526,0,334.0,7213.0,3572,38.0,1806.0,17505,1316272.0,2004,MAINE,1,1,0,ME
253,295,3424,7954,7245,25447,4904,726,34232,1334,3277,353,329,4525,4135,2637,1339,51938,354,2436.0,23592.0,5870,252.0,6890.0,114278,5554320.0,2004,MARYLAND,0,0,0,MD
254,54,883,5858,2224,8588,750,105,13283,541,1028,60,1096,2237,773,809,376,11617,12,1452.0,9378.0,3111,5681.0,4488.0,26226,4593211.0,2004,MASSACHUSETTS,0,0,0,MA
255,364,2180,10790,5310,24930,1812,332,30385,1297,6214,1282,5113,3933,4763,1791,1397,31520,100,2827.0,45568.0,24640,609.0,8917.0,111785,9403375.0,2004,MICHIGAN,0,0,0,MI
256,38,341,2065,2338,14384,994,149,11520,1614,3072,2,1205,3365,878,40,953,11841,18,393.0,23193.0,21380,0.0,8260.0,21867,3553105.0,2004,MINNESOTA,1,0,0,MN
257,156,509,1372,2160,8494,441,81,11856,960,2136,621,799,1370,736,91,348,13579,317,2803.0,11844.0,2995,6126.0,8013.0,34166,1489537.0,2004,MISSISSIPPI,1,0,0,MS
258,321,1858,9758,5119,25066,3815,382,30083,3030,3570,136,1989,7993,3279,1060,2825,35103,199,4020.0,29265.0,7742,1994.0,12106.0,77826,4749093.0,2004,MISSOURI,0,0,0,MO
259,36,317,1014,988,8717,386,111,9385,723,1753,88,1047,2745,1095,312,608,10732,22,1668.0,13927.0,9579,0.0,4439.0,22479,1622520.0,2004,NEBRASKA,0,0,0,NE
260,143,1192,3755,4767,12281,2004,105,15421,570,2710,360,1793,1633,1589,5301,1553,9832,51,1166.0,9133.0,7334,190.0,2141.0,56611,2253758.0,2004,NEVADA,0,1,0,NV
261,6,112,324,364,2082,169,24,4752,169,1060,18,333,1107,87,40,159,3389,8,176.0,5582.0,5056,4005.0,1125.0,13096,991567.0,2004,NEWHAMPSHIRE,0,0,0,NH
262,270,4095,10005,6087,25221,1157,378,29167,2349,5684,117,6054,7384,6044,2408,1838,53713,152,15123.0,24837.0,7570,4.0,21674.0,136002,8442614.0,2004,NEWJERSEY,0,0,0,NJ
263,92,369,2798,1222,5764,382,44,6584,612,747,207,898,697,754,412,144,7429,2,1117.0,12849.0,4575,545.0,2904.0,40722,1443082.0,2004,NEWMEXICO,0,0,0,NM
264,263,3619,9742,7522,37127,2658,382,26225,4742,10536,225,6178,12829,4095,1795,4402,50313,202,2721.0,27121.0,5792,0.0,14450.0,81239,9807090.0,2004,NEWYORK,0,0,0,NY
265,536,2844,12387,13031,32921,1523,272,48597,3435,31703,1701,4641,7457,5601,693,1030,31802,347,8736.0,49749.0,12135,0.0,13173.0,108319,6056872.0,2004,NORTHCAROLINA,0,0,0,NC
266,7,16,135,174,1774,155,18,1435,131,872,2,106,582,136,16,91,1538,0,206.0,4038.0,5506,549.0,1522.0,5993,511360.0,2004,NORTHDAKOTA,0,0,0,ND
267,212,2650,3983,6664,26213,2434,403,29358,2077,3387,35,4742,4910,2927,1392,1339,33164,175,10934.0,20103.0,15219,5775.0,18962.0,70225,7816430.0,2004,OHIO,0,0,0,OH
268,173,631,4480,2983,13180,1087,219,10124,1277,3616,547,2226,1382,2281,555,819,21840,320,1135.0,18914.0,3974,23260.0,3219.0,34338,3406862.0,2004,OKLAHOMA,0,0,0,OK
269,125,1386,3005,3611,23541,3122,336,16860,2250,1676,44,496,4526,2206,863,1216,21390,4,590.0,16724.0,15481,0.0,7642.0,22880,3422768.0,2004,OREGON,1,1,0,OR
270,536,6624,15149,9688,38143,5010,728,43144,3800,12663,364,3475,13280,4583,2952,3130,51743,290,886.0,41465.0,25838,20722.0,55677.0,50743,10707735.0,2004,PENNSYLVANIA,0,0,0,PA
271,19,282,862,838,3305,257,89,5877,221,1198,196,509,1644,590,215,110,4388,10,139.0,2367.0,1027,10.0,3539.0,15582,1080632.0,2004,RHODEISLAND,0,0,0,RI
272,39,185,1304,690,2630,145,18,3034,636,2236,62,361,577,331,34,145,3634,29,58.0,2227.0,1868,1275.0,1395.0,3522,686467.0,2004,SOUTHCAROLINA,0,0,0,SC
