,murderandn,robbery,aggravated,burglary,larcenythe,motorvehic,arson,otherassau,forgeryand,fraud,embezzleme,stolenprop,vandalism,weaponscar,prostituti,sexoffense,drugabusev,gambling,offensesag,drivingund,liquorlaws,drunkennes,disorderly,allotherof,population,year,state,decrim,medical,recreational,st
414,82,1173,3389,2869,21006,2049,301,15173,1393,1768,62,684,5213,1889,516,1270,18664,7,621.0,17096.0,17928,0.0,7615.0,21371,3522777.0,2007,OREGON,1,1,0,OR
415,516,7211,15788,9722,41558,4168,742,45908,3356,9376,448,3355,12457,4569,2301,2772,57305,280,1102.0,49238.0,26428,24316.0,60747.0,54661,11408646.0,2007,PENNSYLVANIA,0,0,0,PA
416,9,71,346,567,1975,125,33,2946,102,678,140,253,955,257,128,74,2933,16,146.0,2131.0,749,9.0,2313.0,9891,876018.0,2007,RHODEISLAND,0,1,0,RI
417,302,1705,8256,5306,18615,1073,187,23105,2457,17664,559,2489,4173,2718,654,671,30679,192,1611.0,11712.0,11311,10618.0,14808.0,40126,4179455.0,2007,SOUTHCAROLINA,0,0,0,SC
418,8,17,211,175,1244,53,30,1815,52,610,16,67,301,84,4,41,1371,0,202.0,4203.0,4572,105.0,979.0,1266,388719.0,2007,SOUTHDAKOTA,0,0,0,SD
419,286,2915,10044,5880,27773,2501,199,30507,3426,9323,1155,835,4478,3404,2219,733,38899,335,1420.0,27178.0,8754,21671.0,11774.0,84595,4848243.0,2007,TENNESSEE,0,0,0,TN
420,759,7593,23010,18544,93431,6817,841,99238,7843,14401,427,642,13282,12681,8552,3878,136361,695,4757.0,88236.0,29125,130622.0,41719.0,314501,21758415.0,2007,TEXAS,0,0,0,TX
421,38,406,1159,1256,13667,625,146,9788,990,1269,17,869,3930,1253,349,865,9239,3,2073.0,7204.0,10679,4426.0,5101.0,41746,2316297.0,2007,UTAH,0,0,0,UT
422,9,24,365,356,1343,102,19,1756,121,414,40,168,445,27,2,53,1632,0,336.0,3662.0,843,5.0,1070.0,3891,608835.0,2007,VERMONT,0,1,0,VT
423,267,2057,4551,4381,22858,959,364,36747,2101,8299,1817,1015,4847,3892,647,1019,32941,113,1636.0,24170.0,10129,28899.0,7034.0,104106,7325924.0,2007,VIRGINIA,0,0,0,VA
424,115,1915,4816,5211,28673,1845,344,28616,2111,1223,158,3903,6901,3448,874,1187,28872,10,725.0,37317.0,12918,0.0,5136.0,69690,4877122.0,2007,WASHINGTON,1,1,0,WA
425,35,149,966,622,3608,214,54,5919,337,1056,101,281,692,289,233,109,3928,4,62.0,6327.0,1569,4684.0,1222.0,14213,1400508.0,2007,WESTVIRGINIA,0,0,0,WV
426,217,1971,5037,4900,33639,2187,263,20158,2015,7346,249,1687,10658,4894,825,3041,25746,153,2884.0,41308.0,43695,5.0,65824.0,126265,5484944.0,2007,WISCONSIN,0,0,0,WI
427,13,43,548,292,2230,138,23,3370,93,180,7,74,783,134,4,157,3110,5,230.0,6116.0,4370,2480.0,1452.0,12879,516496.0,2007,WYOMING,0,0,0,WY
428,315,2047,3823,4110,19192,1067,127,26590,1818,8381,153,2295,2277,1546,260,582,16488,58,1055.0,14991.0,6077,11087.0,4862.0,81944,3772968.0,2008,ALABAMA,0,0,0,AL
429,22,275,1770,457,3337,268,46,4076,87,275,106,38,879,345,159,166,1716,0,320.0,5538.0,1692,108.0,836.0,15379,666481.0,2008,ALASKA,1,1,0,AK
430,310,2044,6687,5086,33963,2593,262,25778,3207,2352,322,1285,11680,3681,1602,1773,34242,7,3026.0,39746.0,29984,12.0,18150.0,94437,6414715.0,2008,ARIZONA,0,0,0,AZ
431,118,623,3814,2992,11967,417,61,9701,937,3351,54,1224,1848,1330,316,194,11513,24,117.0,11707.0,2224,10454.0,3664.0,56920,2403738.0,2008,ARKANSAS,0,0,0,AR
432,1850,22391,98906,56409,95447,17203,1487,93284,9078,10294,2159,18831,33056,31800,13385,14502,268763,615,380.0,214828.0,19649,121180.0,15362.0,358577,36555329.0,2008,CALIFORNIA,0,1,0,CA
433,155,926,4674,2993,20936,1298,226,14746,1025,2433,250,760,6072,2054,618,903,17851,7,2991.0,28198.0,15108,204.0,11573.0,77600,4359586.0,2008,COLORADO,0,0,0,CO
434,110,1245,4335,2846,13466,711,118,20336,789,1471,181,433,3001,1399,523,579,16132,37,1154.0,8235.0,1443,0.0,15758.0,28752,3226747.0,2008,CONNECTICUT,0,0,0,CT
435,32,713,2059,1102,5403,171,70,8584,607,2077,277,525,1184,477,132,202,5895,6,239.0,215.0,2451,769.0,2229.0,6068,873092.0,2008,DELAWARE,0,0,0,DE
436,320,2958,7898,6654,28467,2091,190,23411,3852,6738,363,3287,3397,4935,1848,3402,34697,319,2638.0,25421.0,9391,2540.0,22373.0,67641,5995191.0,2008,GEORGIA,0,0,0,GA
437,18,393,806,601,3467,424,31,4894,156,423,74,117,937,199,421,295,2022,31,47.0,5812.0,1185,0.0,771.0,24948,1145204.0,2008,HAWAII,0,1,0,HI
438,14,97,1212,938,5802,185,84,5922,156,490,112,225,1426,625,21,314,5514,1,622.0,11850.0,6494,439.0,2442.0,24484,1435156.0,2008,IDAHO,0,0,0,ID
439,364,2922,4973,2894,15889,4514,75,26438,346,330,2,56,5172,4117,3616,965,45612,3604,362.0,4909.0,1317,0.0,17947.0,24980,2986566.0,2008,ILLINOIS,0,0,0,IL
440,268,1930,5891,4475,23865,1970,217,20268,1443,1978,15,7142,2775,1921,1256,1516,22671,38,1790.0,23475.0,9883,18536.0,8158.0,54870,4658523.0,2008,INDIANA,0,0,0,IN
441,50,404,3668,1907,11349,553,141,10399,604,1155,94,210,3307,519,129,237,8497,13,870.0,14147.0,8846,12320.0,6642.0,29057,2765774.0,2008,IOWA,0,0,0,IA
442,47,285,1976,1054,5678,372,83,11483,556,1427,201,307,2020,731,227,325,6854,9,261.0,13080.0,7284,329.0,3806.0,20426,1895788.0,2008,KANSAS,0,0,0,KS
443,55,598,1131,1220,5268,150,62,2552,573,260,5,652,467,611,539,21,7952,11,589.0,2363.0,97,3487.0,694.0,6169,660796.0,2008,KENTUCKY,0,0,0,KY
444,183,1035,7780,3840,14812,920,170,15893,528,1794,300,1328,2744,1748,412,596,17959,83,1186.0,7977.0,6845,2970.0,12180.0,35613,2471978.0,2008,LOUISIANA,0,0,0,LA
445,8,184,471,1352,6580,330,63,6849,311,886,51,189,1492,356,26,275,5778,4,93.0,7270.0,4782,43.0,1886.0,17541,1314189.0,2008,MAINE,1,1,0,ME
446,307,4443,7847,7411,26879,3292,565,29510,1093,2368,433,241,4215,4328,1337,1343,57288,283,2220.0,23714.0,6820,12.0,7431.0,104757,5574256.0,2008,MARYLAND,0,0,0,MD
447,77,2065,10022,3725,13906,707,133,21337,623,1518,155,1337,3448,1405,1229,696,19825,35,1295.0,12941.0,4214,6021.0,8337.0,33868,5819911.0,2008,MASSACHUSETTS,0,0,0,MA
448,142,2488,9190,6251,25696,2919,300,26868,915,5800,1176,1851,3569,4617,761,962,31775,136,2610.0,35534.0,20242,343.0,9247.0,80678,8664761.0,2008,MICHIGAN,0,0,0,MI
449,111,1286,4109,3388,24188,1479,190,18243,1605,3481,39,1692,4634,2269,1338,1524,18196,14,856.0,29832.0,27458,0.0,14227.0,36381,5074064.0,2008,MINNESOTA,1,0,0,MN
450,135,572,1074,2248,8275,485,101,10244,883,1895,715,715,936,1003,119,412,11741,227,3606.0,11629.0,2269,6272.0,7233.0,34431,1308021.0,2008,MISSISSIPPI,1,0,0,MS
451,356,2419,9197,7085,34447,3343,386,36334,2515,3638,223,3066,7352,4058,635,2434,35990,125,4636.0,34004.0,14242,581.0,15431.0,103576,5542829.0,2008,MISSOURI,0,0,0,MO
452,11,47,769,360,3973,227,57,4071,64,166,32,33,1119,121,11,64,1620,0,313.0,4240.0,5471,0.0,3032.0,5620,932625.0,2008,MONTANA,0,0,0,MT
453,43,397,1381,908,8242,374,78,9072,446,1691,113,830,2698,1108,212,595,10432,19,1539.0,13692.0,12746,0.0,4306.0,17329,1634173.0,2008,NEBRASKA,0,0,0,NE
454,146,1835,4272,3492,12712,1118,220,18585,1017,1942,523,1606,2983,2051,4659,1594,14886,35,1491.0,14445.0,10011,201.0,3156.0,56321,2545496.0,2008,NEVADA,0,1,0,NV
455,5,150,400,437,2596,85,47,5595,202,924,29,481,1140,88,56,152,3266,5,165.0,4571.0,4909,4168.0,1200.0,12512,1032522.0,2008,NEWHAMPSHIRE,0,0,0,NH
456,276,4371,8929,6419,26932,917,397,26380,1729,4992,162,4027,6914,5059,1453,1527,52749,158,15113.0,24313.0,7683,0.0,23314.0,151567,8355142.0,2008,NEWJERSEY,0,0,0,NJ
457,71,417,2847,1215,7336,350,102,6563,246,506,167,732,770,619,219,151,6113,3,931.0,9741.0,3389,746.0,2700.0,32066,1445951.0,2008,NEWMEXICO,0,1,0,NM
458,273,3393,9111,7893,38595,1992,435,28925,3488,7259,203,4835,12069,3379,824,3887,52945,86,2472.0,25169.0,4631,0.0,13505.0,73803,9223778.0,2008,NEWYORK,0,0,0,NY
459,578,4364,13390,14459,44112,1511,316,49545,2396,19035,1723,5263,7886,7434,1408,1362,36571,138,6534.0,49599.0,10778,0.0,14976.0,118692,6612884.0,2008,NORTHCAROLINA,0,0,0,NC
460,3,25,335,281,2497,175,22,1897,75,655,35,139,584,166,3,95,1769,0,164.0,4003.0,5582,630.0,1864.0,5950,580591.0,2008,NORTHDAKOTA,0,0,0,ND
461,186,2615,3520,6211,27928,1081,241,30596,1323,3180,44,3622,4496,2999,1266,964,30580,76,6705.0,19088.0,12815,4459.0,20493.0,61678,6866208.0,2008,OHIO,0,0,0,OH
462,160,831,4649,3114,13046,591,278,10180,831,2510,659,2261,1562,2131,412,720,20548,7,977.0,18980.0,3013,25426.0,3401.0,39921,3638086.0,2008,OKLAHOMA,0,0,0,OK
463,95,1187,3286,2816,22590,1452,344,15447,986,1684,54,374,5418,1777,752,1334,16723,3,611.0,17015.0,19287,0.0,8214.0,21877,3649695.0,2008,OREGON,1,1,0,OR
464,576,7412,16621,10310,46384,3479,683,47334,2977,8634,490,3077,12947,4576,2498,2779,56228,268,1155.0,53319.0,26626,25838.0,62987.0,57100,12020349.0,2008,PENNSYLVANIA,0,0,0,PA
465,12,259,547,777,2794,138,47,4104,140,758,133,340,1264,391,216,122,3791,4,159.0,2778.0,936,12.0,3120.0,12166,1050788.0,2008,RHODEISLAND,0,1,0,RI
466,198,1383,5400,3552,13725,772,128,13990,1534,13705,352,1658,2466,1682,388,442,18224,53,1438.0,14742.0,12648,12850.0,15768.0,37843,4399248.0,2008,SOUTHCAROLINA,0,0,0,SC
467,13,31,368,281,2342,115,44,2902,109,840,48,61,604,129,10,77,2395,0,342.0,6190.0,5745,53.0,1746.0,2270,630213.0,2008,SOUTHDAKOTA,0,0,0,SD
468,304,2934,10044,6221,30894,2324,267,31413,3104,9361,1147,880,4295,3238,2111,731,34686,360,1771.0,26322.0,8071,20522.0,10759.0,93705,4948055.0,2008,TENNESSEE,0,0,0,TN
469,863,8199,23139,19693,104395,5962,732,109003,7323,13473,573,745,13855,11667,8784,4059,136897,500,4939.0,90066.0,29859,140094.0,40371.0,334786,23376796.0,2008,TEXAS,0,0,0,TX
470,47,495,1321,1342,16821,460,102,10515,927,1031,22,787,3999,1200,463,811,9242,7,1667.0,6894.0,9577,4181.0,4563.0,35533,2376842.0,2008,UTAH,0,0,0,UT
471,8,21,356,300,1308,87,19,1454,88,346,42,133,402,18,6,23,1137,0,313.0,2647.0,662,9.0,854.0,3226,509775.0,2008,VERMONT,0,1,0,VT
472,309,2194,4584,4624,27101,1052,306,38256,2433,8818,1936,989,4979,4035,558,1068,32513,58,1643.0,27732.0,12885,30407.0,5912.0,107713,7543553.0,2008,VIRGINIA,0,0,0,VA
473,104,1637,4527,4895,25769,1412,276,26165,1567,991,147,2792,6539,2879,694,994,23440,1,691.0,34952.0,11634,3.0,4797.0,69732,4761193.0,2008,WASHINGTON,1,1,0,WA
474,31,143,1066,583,4263,179,34,5643,306,731,91,204,797,268,150,112,4249,19,66.0,4429.0,1217,4264.0,1075.0,11571,1109343.0,2008,WESTVIRGINIA,0,0,0,WV
475,195,1981,5164,4664,35698,1664,399,19821,1842,6321,268,1815,10475,4997,687,2750,25075,137,2768.0,40549.0,41928,0.0,64868.0,123248,5540528.0,2008,WISCONSIN,0,0,0,WI
476,14,35,539,334,2592,125,22,3408,113,226,5,75,889,136,34,173,2969,7,267.0,7159.0,4617,2754.0,1469.0,11999,528009.0,2008,WYOMING,0,0,0,WY
477,292,1657,3485,4031,19080,868,125,24341,1569,7614,158,1932,2034,1379,296,550,15180,120,860.0,13924.0,4854,8868.0,4093.0,75466,3682108.0,2009,ALABAMA,0,0,0,AL
478,22,283,1763,390,3236,269,42,4947,116,276,90,37,764,365,217,191,2050,0,315.0,5428.0,2391,367.0,949.0,15579,682496.0,2009,ALASKA,1,1,0,AK
479,202,2214,6722,4547,37430,1911,228,27565,2407,2255,260,1234,12319,3193,1503,1906,35087,3,2998.0,39260.0,30113,6.0,18713.0,93012,6505613.0,2009,ARIZONA,0,0,0,AZ
480,113,632,3003,2767,12587,355,76,10525,815,2736,38,968,1554,1158,298,176,11213,34,150.0,10130.0,1988,8932.0,3457.0,50341,2470159.0,2009,ARKANSAS,0,0,0,AR
481,1811,21577,95937,55269,93762,14442,1271,91615,8128,9542,1557,17271,29528,29835,12904,13831,251740,658,272.0,208831.0,17948,115611.0,13569.0,345823,36772788.0,2009,CALIFORNIA,0,1,0,CA
482,166,1088,4795,2792,21589,1218,227,14544,1004,2482,168,659,5571,1836,651,921,16658,11,2855.0,27043.0,13169,229.0,10988.0,76023,4524405.0,2009,COLORADO,0,0,0,CO
483,118,1473,5023,2938,15351,654,99,23501,819,1603,224,423,2719,1487,346,614,17757,73,1530.0,10178.0,1507,1.0,16146.0,33772,3518288.0,2009,CONNECTICUT,0,0,0,CT
484,31,716,1977,1215,6044,130,59,8597,599,1914,237,422,1183,410,67,173,5752,15,229.0,230.0,2302,674.0,2048.0,5791,884338.0,2009,DELAWARE,0,0,0,DE
485,430,3119,9126,8189,35352,2180,244,30273,4702,7095,362,3406,3760,4475,1702,3700,39395,351,3195.0,26982.0,11456,3385.0,27605.0,84454,6766841.0,2009,GEORGIA,0,0,0,GA
486,16,406,852,528,4277,488,33,4914,198,513,62,111,815,237,315,298,2055,19,32.0,5588.0,1471,0.0,782.0,23382,1150076.0,2009,HAWAII,0,1,0,HI
487,16,122,1313,1027,6018,193,80,5882,183,484,88,174,1292,549,5,333,5751,0,785.0,12226.0,6448,351.0,2668.0,25185,1519531.0,2009,IDAHO,0,0,0,ID
488,380,2875,4592,3028,15249,3832,71,22945,319,323,2,54,4641,4172,3473,832,43536,3046,344.0,4250.0,1288,0.0,14961.0,21964,3006374.0,2009,ILLINOIS,0,0,0,IL
489,202,1804,5494,4217,23753,1443,184,21160,1425,1671,6,6608,2319,1913,1185,1427,23203,36,1510.0,22618.0,12250,16936.0,7822.0,54613,4679770.0,2009,INDIANA,0,0,0,IN
490,27,418,3403,1937,12151,442,95,10170,562,1002,102,220,2945,486,141,210,8376,6,954.0,13516.0,8663,10917.0,6114.0,26646,2756917.0,2009,IOWA,0,0,0,IA
491,46,282,1848,902,5842,316,66,10738,401,1195,148,215,1818,663,239,261,6316,0,211.0,13223.0,5957,308.0,3662.0,18966,1813396.0,2009,KANSAS,0,0,0,KS
492,142,1055,2143,2714,12364,347,116,8803,1243,1759,107,1437,951,1056,379,331,18553,28,3021.0,19733.0,374,17260.0,4828.0,34029,2295577.0,2009,KENTUCKY,0,0,0,KY
493,182,1004,8484,3675,17812,728,144,15489,574,2029,235,1314,2355,1607,288,648,19334,59,1404.0,8488.0,2274,2578.0,7581.0,40141,2410236.0,2009,LOUISIANA,0,0,0,LA
494,19,194,416,1362,6481,250,80,6878,276,878,37,194,1581,411,27,245,5897,3,104.0,6861.0,5528,40.0,1886.0,16634,1316989.0,2009,MAINE,1,1,0,ME
495,318,4185,7519,6595,26228,2467,489,29465,1239,1989,349,164,3870,3590,1322,1374,51629,314,2223.0,23180.0,7446,0.0,7082.0,98707,5674380.0,2009,MARYLAND,0,0,0,MD
496,76,2129,10475,3758,15546,696,97,22234,696,1547,139,1457,3393,1514,836,711,12127,21,1853.0,12369.0,5077,7144.0,8134.0,35618,6130470.0,2009,MASSACHUSETTS,1,0,0,MA
497,221,2571,9905,6461,29569,2495,292,30626,893,5912,1010,1729,3684,4270,732,954,34910,154,2921.0,38941.0,18679,332.0,9813.0,86060,9569737.0,2009,MICHIGAN,1,1,0,MI
498,103,1214,3991,3001,26251,1103,184,17220,1356,3066,51,1862,4342,1858,1087,1444,17040,19,754.0,26240.0,25784,0.0,13099.0,32761,5094567.0,2009,MINNESOTA,1,0,0,MN
499,109,657,1160,2673,10191,385,106,12861,847,2042,733,755,1136,1085,225,389,13240,163,3561.0,12644.0,2181,6062.0,8928.0,40364,1630766.0,2009,MISSISSIPPI,1,0,0,MS
500,388,2394,8856,6654,35072,2781,305,34915,2229,3367,221,3083,6642,3817,569,2342,35321,101,4515.0,33020.0,12897,249.0,14097.0,105040,5543053.0,2009,MISSOURI,0,0,0,MO
501,18,52,796,248,3979,227,31,3761,58,183,33,21,1006,62,1,57,1539,0,320.0,4373.0,4581,0.0,3216.0,5579,905870.0,2009,MONTANA,0,0,0,MT
502,35,377,1373,883,8824,348,92,8968,440,1529,103,739,2887,903,180,614,9731,19,1467.0,13016.0,10741,0.0,3993.0,15917,1591339.0,2009,NEBRASKA,0,0,0,NE
503,149,2048,5110,3018,14367,715,150,18590,1254,1765,505,2006,2928,1950,4561,1555,16976,33,1209.0,15234.0,10299,145.0,3417.0,58500,2546856.0,2009,NEVADA,0,1,0,NV
504,3,176,470,550,3624,115,54,6499,221,774,47,571,1317,108,46,175,4020,3,188.0,4676.0,5436,4022.0,1500.0,14268,1160414.0,2009,NEWHAMPSHIRE,0,0,0,NH
505,229,4413,8745,6231,27505,796,313,27102,1766,5039,145,3739,6398,4848,1372,1543,52461,275,14411.0,27345.0,6956,0.0,21799.0,152857,8522309.0,2009,NEWJERSEY,0,0,0,NJ
506,69,296,3168,1302,8891,445,101,8606,154,403,141,583,872,601,287,150,6478,0,1262.0,11674.0,4488,778.0,3079.0,41453,1531579.0,2009,NEWMEXICO,0,1,0,NM
507,279,4323,10504,8158,48308,2186,412,36315,3473,7114,154,5416,16078,4036,871,4073,60543,237,1315.0,36093.0,5165,0.0,14615.0,76371,10719319.0,2009,NEWYORK,0,0,0,NY
508,483,3729,13104,14315,42756,1191,283,48526,2205,17284,1353,4485,7299,6454,1080,1185,33062,111,6546.0,50261.0,8567,0.0,12200.0,111324,6933046.0,2009,NORTHCAROLINA,0,0,0,NC
509,8,41,378,331,2604,175,15,2020,108,728,32,124,548,132,4,104,1851,1,188.0,3904.0,5430,399.0,1867.0,5312,611734.0,2009,NORTHDAKOTA,0,0,0,ND
510,232,3244,3400,6370,31106,1343,287,36372,1497,3274,47,3615,5035,3518,1891,960,30904,131,5165.0,18993.0,12405,4096.0,21065.0,68869,8137156.0,2009,OHIO,0,0,0,OH
511,197,852,4643,2975,15850,481,251,9707,820,2737,552,2405,1443,1966,411,784,20311,10,942.0,18996.0,2679,22586.0,3627.0,39640,3526827.0,2009,OKLAHOMA,0,0,0,OK
512,72,1012,2885,2447,20349,1103,226,14044,763,1300,42,386,4474,1456,660,1226,15469,4,602.0,14477.0,16900,0.0,8818.0,19711,3612440.0,2009,OREGON,1,1,0,OR
513,526,6753,15136,9278,44895,2753,626,44291,2529,7895,419,2747,11442,4056,1871,2625,52549,162,1072.0,50177.0,23047,23852.0,59739.0,51764,11813884.0,2009,PENNSYLVANIA,0,0,0,PA
514,12,282,563,801,3012,117,59,4404,140,642,128,352,1184,457,97,102,4081,3,172.0,2601.0,894,9.0,3128.0,10891,1018309.0,2009,RHODEISLAND,0,1,0,RI
515,234,1656,7204,4512,20015,868,139,20497,1818,10245,418,2036,3212,2436,642,573,27548,337,1307.0,16993.0,10325,11750.0,16183.0,35530,4397223.0,2009,SOUTHCAROLINA,0,0,0,SC
516,7,42,358,330,3162,134,10,3260,95,688,40,86,610,140,14,77,2868,0,404.0,5720.0,5023,96.0,1843.0,2197,674759.0,2009,SOUTHDAKOTA,0,0,0,SD
517,321,2731,9785,6270,33703,1746,205,31772,2983,7757,879,863,4362,3244,2531,708,35812,443,2004.0,24141.0,7110,19681.0,9941.0,92060,4889352.0,2009,TENNESSEE,0,0,0,TN
518,823,8330,23622,20432,117211,5212,663,116411,7768,12843,492,901,14122,11365,8604,4139,144329,688,5271.0,93856.0,28517,139684.0,40885.0,340401,24280041.0,2009,TEXAS,0,0,0,TX
519,37,515,1484,1471,18657,436,113,11915,1062,1171,28,795,4293,1308,550,886,11224,53,2010.0,7805.0,11099,5123.0,5839.0,45602,2747172.0,2009,UTAH,0,0,0,UT
520,6,25,447,351,1676,101,19,1794,76,316,48,146,469,24,7,41,1433,0,361.0,3396.0,686,5.0,830.0,3310,605536.0,2009,VERMONT,0,1,0,VT
521,267,1866,4205,4304,29782,919,279,37837,2229,8195,1660,991,4621,3712,848,1063,29780,89,1484.0,27623.0,11864,32711.0,5575.0,107897,7481379.0,2009,VIRGINIA,0,0,0,VA
522,138,1954,4868,4453,26871,1204,243,26202,1459,1007,100,2215,5981,2378,795,988,16561,3,702.0,16421.0,9738,6.0,4542.0,69313,4880479.0,2009,WASHINGTON,1,1,0,WA
523,42,201,1153,791,5016,180,28,5841,383,764,109,254,888,305,125,169,6167,12,74.0,4780.0,1803,3753.0,1041.0,13475,925274.0,2009,WESTVIRGINIA,0,0,0,WV
524,142,1589,5157,4449,34590,1241,185,18164,1340,5069,225,1664,9481,3964,371,2600,24446,214,2602.0,38215.0,36051,0.0,58992.0,106694,5389299.0,2009,WISCONSIN,0,0,0,WI
525,16,30,488,286,2645,118,12,3370,114,225,13,63,765,113,14,164,2807,3,215.0,6662.0,3934,2700.0,1329.0,11643,539500.0,2009,WYOMING,0,0,0,WY
526,176,688,2678,2183,12691,658,108,17457,1178,6370,163,1496,1878,1084,74,412,8213,47,1022.0,13191.0,3697,6140.0,3192.0,70047,3421075.0,2010,ALABAMA,0,0,0,AL
527,25,264,2085,486,3141,280,33,5220,118,283,96,35,903,420,161,324,2491,10,315.0,4997.0,2492,496.0,1083.0,16191,705910.0,2010,ALASKA,1,1,0,AK
528,315,1708,5883,4185,32822,1411,198,24471,1901,2062,213,1145,11026,2701,956,1626,30349,268,2336.0,36200.0,24236,3.0,16653.0,79591,5783974.0,2010,ARIZONA,0,1,0,AZ
529,67,398,2643,2027,9179,286,54,9193,670,2001,44,777,1249,796,269,163,9753,10,85.0,8616.0,1950,7168.0,2755.0,52917,2166546.0,2010,ARKANSAS,0,0,0,AR
530,1548,18163,88102,51601,86717,12957,1133,84758,6932,8367,1264,16356,24795,28374,11344,11949,241547,497,246.0,195276.0,17007,105388.0,12433.0,314204,35923361.0,2010,CALIFORNIA,1,1,0,CA
531,120,907,4471,2483,19510,971,208,13880,752,1861,112,647,5201,1690,417,841,15294,4,3057.0,27833.0,12479,1723.0,10213.0,83255,4498950.0,2010,COLORADO,0,1,0,CO
532,104,1431,3644,2787,13514,646,154,23722,747,1357,174,463,2548,1385,445,574,17092,31,1519.0,9621.0,1077,1.0,14206.0,31132,3402212.0,2010,CONNECTICUT,0,0,0,CT
533,31,600,1750,1145,5773,117,44,7672,480,1678,183,448,941,391,27,156,5395,12,187.0,211.0,1821,607.0,2316.0,4865,897934.0,2010,DELAWARE,0,0,0,DE
534,410,2892,9871,8602,39197,2176,240,32790,5083,7735,419,3592,3765,4208,1414,3910,41312,585,4421.0,28712.0,10077,3432.0,26197.0,96605,7826626.0,2010,GEORGIA,0,0,0,GA
535,22,375,870,512,4229,426,30,4862,129,403,51,141,694,225,296,263,2078,38,26.0,5922.0,1157,0.0,791.0,23060,1207055.0,2010,HAWAII,0,1,0,HI
536,13,105,1123,986,5473,183,51,5667,218,440,65,227,1094,502,13,300,6349,0,756.0,10458.0,4934,305.0,2544.0,23241,1466441.0,2010,IDAHO,0,0,0,ID
537,264,2594,4273,2721,13185,3118,59,21421,246,282,1,47,4041,3932,2525,700,42934,3059,377.0,3966.0,1256,0.0,13990.0,19806,2989829.0,2010,ILLINOIS,0,0,0,IL
538,115,762,3347,2902,17392,688,92,12163,1069,1441,6,889,1763,1176,203,903,16728,18,1428.0,17405.0,10131,10686.0,4353.0,32330,3819446.0,2010,INDIANA,0,0,0,IN
539,20,273,3660,1871,11615,387,115,10061,465,851,101,179,2751,484,123,210,9031,8,947.0,11548.0,7509,11549.0,6400.0,25917,2674284.0,2010,IOWA,0,0,0,IA
540,43,284,2056,1003,5815,339,73,11615,465,1216,167,299,1818,646,185,296,8122,1,232.0,12969.0,6354,340.0,3175.0,21873,1978746.0,2010,KANSAS,0,0,0,KS
541,113,1075,2018,3216,13066,407,84,9553,1452,811,295,1660,991,1012,275,360,18277,15,3630.0,21148.0,469,19213.0,5357.0,42942,3042574.0,2010,KENTUCKY,0,0,0,KY
542,163,906,8043,3812,18008,688,102,15633,629,1884,159,1279,2301,1750,257,593,19324,61,1092.0,8143.0,2176,2406.0,7229.0,45602,2616792.0,2010,LOUISIANA,0,0,0,LA
543,19,201,403,1493,6209,234,103,6637,319,742,43,211,1522,413,10,285,5933,2,107.0,6203.0,4961,35.0,1924.0,16420,1328361.0,2010,MAINE,1,1,0,ME
544,271,3385,7117,5813,21528,1791,409,27873,1082,1794,275,181,3654,3655,1465,1252,44888,240,2064.0,18526.0,6748,1.0,6544.0,90034,4804436.0,2010,MARYLAND,0,0,0,MD
545,87,1850,10667,3934,15199,768,136,22612,676,1422,148,1478,3541,1597,905,657,12086,15,2134.0,11634.0,4601,7443.0,7942.0,36299,6131066.0,2010,MASSACHUSETTS,1,0,0,MA
546,187,2567,9733,6211,26782,1988,281,30457,764,5152,925,1799,3406,4120,446,1010,34513,118,2774.0,34882.0,16732,348.0,9709.0,78982,9249545.0,2010,MICHIGAN,1,1,0,MI
547,90,1037,4019,2833,24552,980,177,16873,1179,2721,39,1736,3908,1690,966,1463,17501,19,664.0,24978.0,22990,1.0,13095.0,34547,5303925.0,2010,MINNESOTA,1,0,0,MN
548,116,612,1103,2525,8970,352,74,11391,662,1662,497,662,1071,959,149,393,11004,126,3480.0,11005.0,1858,5200.0,7081.0,38018,1569211.0,2010,MISSISSIPPI,1,0,0,MS
549,145,1851,7849,6066,32812,1473,302,29970,1986,2894,230,2847,5387,3294,338,2010,33964,99,4138.0,29655.0,10241,553.0,12951.0,95900,5574070.0,2010,MISSOURI,0,0,0,MO
550,9,54,672,233,3259,198,29,3270,38,153,21,15,801,83,1,66,1494,0,347.0,3659.0,3040,0.0,2830.0,4398,858976.0,2010,MONTANA,0,0,0,MT
551,60,332,1484,863,8782,358,78,8870,497,1425,54,790,2807,870,148,609,10177,10,1386.0,12488.0,10526,0.0,3730.0,16296,1641088.0,2010,NEBRASKA,0,0,0,NE
552,113,1576,4445,2521,12513,538,100,16820,880,1545,408,1494,2514,1597,3738,1355,16268,19,1327.0,13412.0,8557,228.0,2634.0,53453,2397300.0,2010,NEVADA,0,1,0,NV
553,5,187,510,587,3507,69,37,6438,211,762,38,663,1284,116,24,162,3915,5,178.0,4355.0,4411,3602.0,1450.0,13790,1144113.0,2010,NEWHAMPSHIRE,0,0,0,NH
554,254,3825,8271,5951,26635,642,280,26206,1681,3798,169,3182,5488,4300,1489,1441,49072,106,13284.0,26016.0,6640,0.0,19974.0,138472,8598088.0,2010,NEWJERSEY,0,1,0,NJ
